,index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
13827,5174533,100000472,"(106.678, 10.7398)","(106.68799999999999, 10.7531)","(106.68700000000001, 10.7407)","('cao_lỗ', 'empty', 'ven_sông_xáng')",12,True,"('phường_4_quận_8', 'phường_1_quận_4', 'phường_1_quận_8')"
13828,5174610,100000472,"(106.678, 10.7398)","(106.691, 10.7811)","(106.677, 10.7383)","('cao_lỗ', 'lê_quý_đôn', 'empty')",12,True,"('phường_4_quận_8', 'phường_6_quận_3', 'none_quận_8')"
13829,5174796,100000472,"(106.678, 10.7398)","(106.677, 10.7343)","(106.677, 10.7366)","('cao_lỗ', 'hẻm_c7_phạm_hùng', '278__cao_lỗ')",12,True,"('phường_4_quận_8', 'xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8')"
13830,5174808,100000472,"(106.678, 10.7398)","(106.677, 10.7343)","(106.682, 10.7424)","('cao_lỗ', 'hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng')",12,True,"('phường_4_quận_8', 'xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8')"
13831,5174879,100000472,"(106.678, 10.7398)","(106.677, 10.7343)","(106.70100000000001, 10.7657)","('cao_lỗ', 'hẻm_c7_phạm_hùng', 'võ_văn_kiệt')",12,True,"('phường_4_quận_8', 'xã_bình_hưng_huyện_bình_chánh', 'phường_nguyễn_thái_bình_quận_1')"
13832,5176695,100000472,"(106.678, 10.7398)","(106.682, 10.7424)","(106.68299999999999, 10.7428)","('cao_lỗ', 'cầu_rạch_sông_xáng', 'tạ_quang_bửu')",13,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_2_quận_8')"
13833,5176699,100000472,"(106.678, 10.7398)","(106.682, 10.7424)","(106.684, 10.7437)","('cao_lỗ', 'cầu_rạch_sông_xáng', 'âu_dương_lân')",13,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
13834,5184005,100000472,"(106.68799999999999, 10.7531)","(106.691, 10.7811)","(106.677, 10.7343)","('empty', 'lê_quý_đôn', 'hẻm_c7_phạm_hùng')",12,True,"('phường_1_quận_4', 'phường_6_quận_3', 'xã_bình_hưng_huyện_bình_chánh')"
13835,5184227,100000472,"(106.68799999999999, 10.7531)","(106.677, 10.7343)","(106.68700000000001, 10.7407)","('empty', 'hẻm_c7_phạm_hùng', 'ven_sông_xáng')",12,True,"('phường_1_quận_4', 'xã_bình_hưng_huyện_bình_chánh', 'phường_1_quận_8')"
13836,5184230,100000472,"(106.68799999999999, 10.7531)","(106.677, 10.7343)","(106.68799999999999, 10.7413)","('empty', 'hẻm_c7_phạm_hùng', 'số_9')",12,True,"('phường_1_quận_4', 'xã_bình_hưng_huyện_bình_chánh', 'phường_1_quận_8')"
13837,5184237,100000472,"(106.68799999999999, 10.7531)","(106.677, 10.7343)","(106.689, 10.7387)","('empty', 'hẻm_c7_phạm_hùng', 'vòng_xoay_dương_bá_trạc')",12,True,"('phường_1_quận_4', 'xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_huyện_bình_chánh')"
13838,5186771,100000472,"(106.68799999999999, 10.7531)","(106.68700000000001, 10.7407)","(106.68799999999999, 10.7413)","('empty', 'ven_sông_xáng', 'số_9')",12,True,"('phường_1_quận_4', 'phường_1_quận_8', 'phường_1_quận_8')"
13839,5186778,100000472,"(106.68799999999999, 10.7531)","(106.68700000000001, 10.7407)","(106.689, 10.7387)","('empty', 'ven_sông_xáng', 'vòng_xoay_dương_bá_trạc')",12,True,"('phường_1_quận_4', 'phường_1_quận_8', 'xã_bình_hưng_huyện_bình_chánh')"
13840,5188765,100000472,"(106.691, 10.7811)","(106.677, 10.7343)","(106.677, 10.7366)","('lê_quý_đôn', 'hẻm_c7_phạm_hùng', '278__cao_lỗ')",12,True,"('phường_6_quận_3', 'xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8')"
13841,5188777,100000472,"(106.691, 10.7811)","(106.677, 10.7343)","(106.682, 10.7424)","('lê_quý_đôn', 'hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng')",12,True,"('phường_6_quận_3', 'xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8')"
13842,5188848,100000472,"(106.691, 10.7811)","(106.677, 10.7343)","(106.70100000000001, 10.7657)","('lê_quý_đôn', 'hẻm_c7_phạm_hùng', 'võ_văn_kiệt')",12,True,"('phường_6_quận_3', 'xã_bình_hưng_huyện_bình_chánh', 'phường_nguyễn_thái_bình_quận_1')"
13843,5190001,100000472,"(106.691, 10.7811)","(106.677, 10.7383)","(106.68799999999999, 10.7413)","('lê_quý_đôn', 'empty', 'số_9')",12,True,"('phường_6_quận_3', 'none_quận_8', 'phường_1_quận_8')"
13844,5190008,100000472,"(106.691, 10.7811)","(106.677, 10.7383)","(106.689, 10.7387)","('lê_quý_đôn', 'empty', 'vòng_xoay_dương_bá_trạc')",12,True,"('phường_6_quận_3', 'none_quận_8', 'xã_bình_hưng_huyện_bình_chánh')"
13845,5190222,100000472,"(106.691, 10.7811)","(106.676, 10.7399)","(106.682, 10.7424)","('lê_quý_đôn', 'tạ_quang_bửu', 'cầu_rạch_sông_xáng')",12,True,"('phường_6_quận_3', 'phường_4_quận_8', 'phường_3_quận_8')"
13846,5198581,100000472,"(106.677, 10.7343)","(106.677, 10.7366)","(106.682, 10.7424)","('hẻm_c7_phạm_hùng', '278__cao_lỗ', 'cầu_rạch_sông_xáng')",13,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'phường_3_quận_8')"
13847,5198591,100000472,"(106.677, 10.7343)","(106.677, 10.7366)","(106.68700000000001, 10.7407)","('hẻm_c7_phạm_hùng', '278__cao_lỗ', 'ven_sông_xáng')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'phường_1_quận_8')"
13848,5198594,100000472,"(106.677, 10.7343)","(106.677, 10.7366)","(106.68799999999999, 10.7413)","('hẻm_c7_phạm_hùng', '278__cao_lỗ', 'số_9')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'phường_1_quận_8')"
13849,5198601,100000472,"(106.677, 10.7343)","(106.677, 10.7366)","(106.689, 10.7387)","('hẻm_c7_phạm_hùng', '278__cao_lỗ', 'vòng_xoay_dương_bá_trạc')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'xã_bình_hưng_huyện_bình_chánh')"
13850,5198817,100000472,"(106.677, 10.7343)","(106.677, 10.7383)","(106.676, 10.7391)","('hẻm_c7_phạm_hùng', 'empty', 'phạm_nhữ_tăng')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'none_quận_8', 'phường_4_quận_8')"
13851,5199509,100000472,"(106.677, 10.7343)","(106.682, 10.7424)","(106.68700000000001, 10.7407)","('hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng', 'ven_sông_xáng')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_1_quận_8')"
13852,5199512,100000472,"(106.677, 10.7343)","(106.682, 10.7424)","(106.68799999999999, 10.7413)","('hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng', 'số_9')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_1_quận_8')"
13853,5199519,100000472,"(106.677, 10.7343)","(106.682, 10.7424)","(106.689, 10.7387)","('hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng', 'vòng_xoay_dương_bá_trạc')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'xã_bình_hưng_huyện_bình_chánh')"
13854,5200166,100000472,"(106.677, 10.7343)","(106.68700000000001, 10.7407)","(106.68700000000001, 10.741)","('hẻm_c7_phạm_hùng', 'ven_sông_xáng', 'empty')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_1_quận_8', 'phường_1_quận_8')"
13855,5200225,100000472,"(106.677, 10.7343)","(106.68700000000001, 10.7407)","(106.70100000000001, 10.7657)","('hẻm_c7_phạm_hùng', 'ven_sông_xáng', 'võ_văn_kiệt')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_1_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13856,5200402,100000472,"(106.677, 10.7343)","(106.68799999999999, 10.7413)","(106.70100000000001, 10.7657)","('hẻm_c7_phạm_hùng', 'số_9', 'võ_văn_kiệt')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_1_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13857,5200780,100000472,"(106.677, 10.7343)","(106.689, 10.7387)","(106.70100000000001, 10.7657)","('hẻm_c7_phạm_hùng', 'vòng_xoay_dương_bá_trạc', 'võ_văn_kiệt')",12,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_huyện_bình_chánh', 'phường_nguyễn_thái_bình_quận_1')"
13858,5223125,100000472,"(106.678, 10.7348)","(106.677, 10.7383)","(106.676, 10.7391)","('phạm_nhữ_tăng', 'empty', 'phạm_nhữ_tăng')",14,True,"('xã_bình_hưng_quận_8', 'none_quận_8', 'phường_4_quận_8')"
13859,5240979,100000472,"(106.677, 10.7366)","(106.677, 10.7383)","(106.677, 10.7385)","('278__cao_lỗ', 'empty', 'empty')",13,True,"('phường_4_quận_8', 'none_quận_8', 'none_quận_8')"
13860,5242008,100000472,"(106.677, 10.7366)","(106.684, 10.7437)","(106.685, 10.7431)","('278__cao_lỗ', 'âu_dương_lân', 'âu_dương_lân')",13,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_2_quận_8')"
13861,5242014,100000472,"(106.677, 10.7366)","(106.684, 10.7437)","(106.68700000000001, 10.741)","('278__cao_lỗ', 'âu_dương_lân', 'empty')",11,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_1_quận_8')"
13862,5260403,100000472,"(106.676, 10.7399)","(106.682, 10.7424)","(106.68700000000001, 10.7407)","('tạ_quang_bửu', 'cầu_rạch_sông_xáng', 'ven_sông_xáng')",12,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_1_quận_8')"
13863,5260406,100000472,"(106.676, 10.7399)","(106.682, 10.7424)","(106.68799999999999, 10.7413)","('tạ_quang_bửu', 'cầu_rạch_sông_xáng', 'số_9')",12,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_1_quận_8')"
13864,5260413,100000472,"(106.676, 10.7399)","(106.682, 10.7424)","(106.689, 10.7387)","('tạ_quang_bửu', 'cầu_rạch_sông_xáng', 'vòng_xoay_dương_bá_trạc')",12,True,"('phường_4_quận_8', 'phường_3_quận_8', 'xã_bình_hưng_huyện_bình_chánh')"
13865,5337038,100000473,"(106.677, 10.7345)","(106.677, 10.7365)","(106.677, 10.7382)","('hẻm_c7_phạm_hùng', '278__cao_lỗ', 'châu_thị_hóa')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'xã_bình_hưng_quận_8')"
13866,5337296,100000473,"(106.677, 10.7345)","(106.677, 10.7385)","(106.677, 10.7382)","('hẻm_c7_phạm_hùng', 'empty', 'châu_thị_hóa')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'none_quận_8', 'xã_bình_hưng_quận_8')"
13867,5337384,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.678, 10.7396)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'phạm_thị_tánh')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8')"
13868,5337385,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.678, 10.7399)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'cao_lỗ')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_4_quận_8')"
13869,5337386,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.678, 10.7402)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'trần_thị_nơi')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_4_quận_8')"
13870,5337391,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.681, 10.7422)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'cầu_rạch_sông_xáng')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13871,5337394,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.684, 10.7436)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'hẻm_86_tạ_quang_bửu')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13872,5337400,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.68299999999999, 10.7452)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'hẻm_184_âu_dương_lân')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13873,5337403,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.68299999999999, 10.7462)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'hẻm_118_âu_dương_lân')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13874,5337412,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.684, 10.7498)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'cầu_chư_y')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_8_quận_8')"
13875,5337417,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.684, 10.754000000000001)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'hẻm_63_nguyễn_biểu')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_1_quận_5')"
13876,5337454,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.696, 10.7693)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'yersin')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
13877,5337460,100000473,"(106.677, 10.7345)","(106.677, 10.7382)","(106.699, 10.7716)","('hẻm_c7_phạm_hùng', 'châu_thị_hóa', 'công_trường_quách_thị_trang')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13878,5337728,100000473,"(106.677, 10.7345)","(106.678, 10.7396)","(106.68299999999999, 10.745999999999999)","('hẻm_c7_phạm_hùng', 'phạm_thị_tánh', 'empty')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13879,5337885,100000473,"(106.677, 10.7345)","(106.678, 10.7402)","(106.68299999999999, 10.745999999999999)","('hẻm_c7_phạm_hùng', 'trần_thị_nơi', 'empty')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_4_quận_8', 'phường_3_quận_8')"
13880,5338318,100000473,"(106.677, 10.7345)","(106.681, 10.7422)","(106.699, 10.7716)","('hẻm_c7_phạm_hùng', 'cầu_rạch_sông_xáng', 'công_trường_quách_thị_trang')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13881,5338473,100000473,"(106.677, 10.7345)","(106.684, 10.7436)","(106.68299999999999, 10.745999999999999)","('hẻm_c7_phạm_hùng', 'hẻm_86_tạ_quang_bửu', 'empty')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_3_quận_8')"
13882,5338741,100000473,"(106.677, 10.7345)","(106.684, 10.7441)","(106.68299999999999, 10.7452)","('hẻm_c7_phạm_hùng', 'âu_dương_lân', 'hẻm_184_âu_dương_lân')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_3_quận_8')"
13883,5338872,100000473,"(106.677, 10.7345)","(106.68299999999999, 10.7452)","(106.68299999999999, 10.745999999999999)","('hẻm_c7_phạm_hùng', 'hẻm_184_âu_dương_lân', 'empty')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_3_quận_8', 'phường_3_quận_8')"
13884,5339614,100000473,"(106.677, 10.7345)","(106.684, 10.7498)","(106.696, 10.7693)","('hẻm_c7_phạm_hùng', 'cầu_chư_y', 'yersin')",14,True,"('xã_bình_hưng_huyện_bình_chánh', 'phường_8_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
13885,5368331,100000473,"(106.678, 10.7348)","(106.677, 10.7365)","(106.68299999999999, 10.7464)","('phạm_nhữ_tăng', '278__cao_lỗ', 'đặng_chất')",12,True,"('xã_bình_hưng_quận_8', 'phường_4_quận_8', 'phường_3_quận_8')"
13886,5368335,100000473,"(106.678, 10.7348)","(106.677, 10.7365)","(106.685, 10.7477)","('phạm_nhữ_tăng', '278__cao_lỗ', 'nguyễn_thị_tần')",12,True,"('xã_bình_hưng_quận_8', 'phường_4_quận_8', 'phường_2_quận_8')"
13887,5368565,100000473,"(106.678, 10.7348)","(106.677, 10.7385)","(106.677, 10.7382)","('phạm_nhữ_tăng', 'empty', 'châu_thị_hóa')",12,True,"('xã_bình_hưng_quận_8', 'none_quận_8', 'xã_bình_hưng_quận_8')"
13888,5368653,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.678, 10.7396)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'phạm_thị_tánh')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8')"
13889,5368654,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.678, 10.7399)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'cao_lỗ')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_4_quận_8')"
13890,5368655,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.678, 10.7402)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'trần_thị_nơi')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_4_quận_8')"
13891,5368660,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.681, 10.7422)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'cầu_rạch_sông_xáng')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13892,5368663,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.684, 10.7436)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'hẻm_86_tạ_quang_bửu')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13893,5368669,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.68299999999999, 10.7452)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'hẻm_184_âu_dương_lân')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13894,5368672,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.68299999999999, 10.7462)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'hẻm_118_âu_dương_lân')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13895,5368681,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.684, 10.7498)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'cầu_chư_y')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_8_quận_8')"
13896,5368686,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.684, 10.754000000000001)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'hẻm_63_nguyễn_biểu')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_1_quận_5')"
13897,5368723,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.696, 10.7693)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'yersin')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
13898,5368729,100000473,"(106.678, 10.7348)","(106.677, 10.7382)","(106.699, 10.7716)","('phạm_nhữ_tăng', 'châu_thị_hóa', 'công_trường_quách_thị_trang')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13899,5368997,100000473,"(106.678, 10.7348)","(106.678, 10.7396)","(106.68299999999999, 10.745999999999999)","('phạm_nhữ_tăng', 'phạm_thị_tánh', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'xã_bình_hưng_quận_8', 'phường_3_quận_8')"
13900,5369154,100000473,"(106.678, 10.7348)","(106.678, 10.7402)","(106.68299999999999, 10.745999999999999)","('phạm_nhữ_tăng', 'trần_thị_nơi', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'phường_4_quận_8', 'phường_3_quận_8')"
13901,5369742,100000473,"(106.678, 10.7348)","(106.684, 10.7436)","(106.68299999999999, 10.745999999999999)","('phạm_nhữ_tăng', 'hẻm_86_tạ_quang_bửu', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
13902,5370010,100000473,"(106.678, 10.7348)","(106.684, 10.7441)","(106.68299999999999, 10.7452)","('phạm_nhữ_tăng', 'âu_dương_lân', 'hẻm_184_âu_dương_lân')",12,True,"('xã_bình_hưng_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
13903,5370141,100000473,"(106.678, 10.7348)","(106.68299999999999, 10.7452)","(106.68299999999999, 10.745999999999999)","('phạm_nhữ_tăng', 'hẻm_184_âu_dương_lân', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
13904,5384433,100000473,"(106.677, 10.7365)","(106.677, 10.7385)","(106.68299999999999, 10.7464)","('278__cao_lỗ', 'empty', 'đặng_chất')",12,True,"('phường_4_quận_8', 'none_quận_8', 'phường_3_quận_8')"
13905,5385915,100000473,"(106.677, 10.7365)","(106.684, 10.7441)","(106.699, 10.7723)","('278__cao_lỗ', 'âu_dương_lân', 'lê_lợi')",12,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_bến_thành_quận_1')"
13906,5386290,100000473,"(106.677, 10.7365)","(106.68299999999999, 10.7464)","(106.699, 10.7723)","('278__cao_lỗ', 'đặng_chất', 'lê_lợi')",12,True,"('phường_4_quận_8', 'phường_3_quận_8', 'phường_bến_thành_quận_1')"
13907,5386520,100000473,"(106.677, 10.7365)","(106.685, 10.7477)","(106.699, 10.7723)","('278__cao_lỗ', 'nguyễn_thị_tần', 'lê_lợi')",12,True,"('phường_4_quận_8', 'phường_2_quận_8', 'phường_bến_thành_quận_1')"
13908,5395698,100000473,"(106.677, 10.7385)","(106.677, 10.7388)","(106.696, 10.7693)","('empty', 'empty', 'yersin')",11,True,"('none_quận_8', 'none_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
13909,5395704,100000473,"(106.677, 10.7385)","(106.677, 10.7388)","(106.699, 10.7716)","('empty', 'empty', 'công_trường_quách_thị_trang')",11,True,"('none_quận_8', 'none_quận_8', 'phường_nguyễn_thái_bình_quận_1')"
13910,5395866,100000473,"(106.677, 10.7385)","(106.678, 10.7396)","(106.699, 10.7723)","('empty', 'phạm_thị_tánh', 'lê_lợi')",12,True,"('none_quận_8', 'xã_bình_hưng_quận_8', 'phường_bến_thành_quận_1')"
13911,5395886,100000473,"(106.677, 10.7385)","(106.678, 10.7399)","(106.68299999999999, 10.745999999999999)","('empty', 'cao_lỗ', 'empty')",12,True,"('none_quận_8', 'phường_4_quận_8', 'phường_3_quận_8')"
13912,5395892,100000473,"(106.677, 10.7385)","(106.678, 10.7399)","(106.685, 10.7477)","('empty', 'cao_lỗ', 'nguyễn_thị_tần')",13,True,"('none_quận_8', 'phường_4_quận_8', 'phường_2_quận_8')"
13913,5395945,100000473,"(106.677, 10.7385)","(106.678, 10.7399)","(106.699, 10.7723)","('empty', 'cao_lỗ', 'lê_lợi')",12,True,"('none_quận_8', 'phường_4_quận_8', 'phường_bến_thành_quận_1')"
13914,5396023,100000473,"(106.677, 10.7385)","(106.678, 10.7402)","(106.699, 10.7723)","('empty', 'trần_thị_nơi', 'lê_lợi')",12,True,"('none_quận_8', 'phường_4_quận_8', 'phường_bến_thành_quận_1')"
13915,5396398,100000473,"(106.677, 10.7385)","(106.681, 10.7422)","(106.699, 10.7723)","('empty', 'cầu_rạch_sông_xáng', 'lê_lợi')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_bến_thành_quận_1')"
13916,5396611,100000473,"(106.677, 10.7385)","(106.684, 10.7436)","(106.699, 10.7723)","('empty', 'hẻm_86_tạ_quang_bửu', 'lê_lợi')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_bến_thành_quận_1')"
13917,5397010,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7452)","(106.699, 10.7723)","('empty', 'hẻm_184_âu_dương_lân', 'lê_lợi')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_bến_thành_quận_1')"
13918,5397139,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7462)","(106.68299999999999, 10.7464)","('empty', 'hẻm_118_âu_dương_lân', 'đặng_chất')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
13919,5397143,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7462)","(106.685, 10.7477)","('empty', 'hẻm_118_âu_dương_lân', 'nguyễn_thị_tần')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_2_quận_8')"
13920,5397207,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7464)","(106.684, 10.7498)","('empty', 'đặng_chất', 'cầu_chư_y')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_8_quận_8')"
13921,5397212,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7464)","(106.684, 10.754000000000001)","('empty', 'đặng_chất', 'hẻm_63_nguyễn_biểu')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_1_quận_5')"
13922,5397249,100000473,"(106.677, 10.7385)","(106.68299999999999, 10.7464)","(106.696, 10.7693)","('empty', 'đặng_chất', 'yersin')",12,True,"('none_quận_8', 'phường_3_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
13923,5399113,100000473,"(106.677, 10.7382)","(106.677, 10.7388)","(106.678, 10.7392)","('châu_thị_hóa', 'empty', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'none_quận_8', 'phường_4_quận_8')"
13924,5399128,100000473,"(106.677, 10.7382)","(106.677, 10.7388)","(106.684, 10.7441)","('châu_thị_hóa', 'empty', 'âu_dương_lân')",12,True,"('xã_bình_hưng_quận_8', 'none_quận_8', 'phường_3_quận_8')"
13925,5399519,100000473,"(106.677, 10.7382)","(106.678, 10.7407)","(106.684, 10.7436)","('châu_thị_hóa', 'tạ_quang_bửu', 'hẻm_86_tạ_quang_bửu')",12,True,"('xã_bình_hưng_quận_8', 'phường_4_quận_8', 'phường_3_quận_8')"
13926,5400308,100000473,"(106.677, 10.7382)","(106.684, 10.7441)","(106.68299999999999, 10.745999999999999)","('châu_thị_hóa', 'âu_dương_lân', 'empty')",12,True,"('xã_bình_hưng_quận_8', 'phường_3_quận_8', 'phường_3_quận_8')"
